City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
150,chadron,42.8294,-102.9999,23.87,55,0,14.4,US,1685234507
151,shimanovsk,52.0,127.7,11.45,63,70,4.76,RU,1685234508
152,queenstown,-31.8976,26.8753,8.16,36,0,2.44,ZA,1685234083
153,hermanus,-34.4187,19.2345,9.89,55,0,1.4,ZA,1685234509
154,wuwei,37.9281,102.6414,14.79,65,100,3.32,CN,1685234356
155,shimoda,34.6667,138.95,23.95,65,100,3.59,JP,1685234509
156,saldanha,-33.0117,17.9442,5.03,76,0,1.22,ZA,1685234510
157,quelimane,-17.8786,36.8883,17.77,84,0,1.4,MZ,1685234510
158,nazret,8.55,39.2667,17.51,90,100,2.12,ET,1685234511
159,richlands,37.0932,-81.7937,14.57,62,100,2.06,US,1685234511
160,saint-philippe,-21.3585,55.7679,22.77,80,62,6.36,RE,1685234511
161,konde,-4.95,39.75,24.06,87,42,4.7,TZ,1685234512
162,olindina,-11.3667,-38.3333,21.22,97,16,2.57,BR,1685234512
163,kurumkan,54.3,110.3,11.4,55,100,0.95,RU,1685234512
164,olonkinbyen,70.9221,-8.7187,-0.72,71,2,4.89,SJ,1685234513
165,sao joao da barra,-21.6403,-41.0511,20.05,87,6,3.96,BR,1685234513
166,san antonio de pale,-1.4014,5.6325,26.09,81,100,7.65,GQ,1685234513
167,es castell,39.8795,4.2854,16.38,94,0,1.03,ES,1685234514
168,aras-asan,8.8908,126.3033,30.33,62,100,3.9,PH,1685234514
169,nadym,65.5333,72.5167,13.54,86,100,8.26,RU,1685234514
170,road town,18.4167,-64.6167,27.05,83,40,4.12,VG,1685234515
171,el charco,2.4769,-78.1105,25.16,93,97,1.05,CO,1685234515
172,ballina,-28.8667,153.5667,18.77,61,0,1.64,AU,1685234515
173,sillamae,59.3997,27.7547,5.77,65,12,3.6,EE,1685234516
174,george town,5.4112,100.3354,27.96,80,20,1.54,MY,1685234318
175,ekibastuz,51.6667,75.3667,12.64,33,0,2.31,KZ,1685234516
176,say,13.1007,2.3689,34.31,48,100,4.88,NE,1685234517
177,kattivakkam,13.2167,80.3167,30.05,69,21,5.16,IN,1685234517
178,hithadhoo,-0.6,73.0833,28.19,72,100,0.89,MV,1685234518
179,singaraja,-8.112,115.0882,26.53,62,28,1.44,ID,1685234518
180,tura,25.5198,90.2201,24.23,73,0,0.92,IN,1685234518
181,ebaye,8.7748,167.7392,30.01,70,0,5.77,MH,1685234519
182,gadzhiyevo,69.2551,33.3362,5.35,55,100,6.22,RU,1685234519
183,westport,41.1415,-73.3579,19.6,59,0,5.14,US,1685234519
184,enewetak,11.3474,162.3373,27.42,81,64,7.72,MH,1685234520
185,nar'yan-mar,67.6713,53.087,7.09,61,36,3.64,RU,1685234520
186,moscow,55.7522,37.6156,11.1,69,38,4.52,RU,1685234266
187,tolanaro,-25.0319,46.9987,21.04,94,75,6.17,MG,1685234521
188,pasuquin,18.3328,120.6177,30.97,66,20,5.14,PH,1685234521
189,niedergorsdorf,51.9833,13.0,10.11,83,0,2.15,DE,1685234522
190,knysna,-34.0363,23.0471,12.19,47,0,2.24,ZA,1685234522
191,berowra heights,-33.6096,151.1373,14.84,55,100,2.42,AU,1685234523
192,santana de parnaiba,-23.4442,-46.9178,21.54,74,9,0.23,BR,1685234303
193,padampur,29.6833,73.6167,28.31,50,75,3.68,IN,1685234524
194,lappeenranta,61.0587,28.1887,4.88,93,0,1.03,FI,1685234524
195,flying fish cove,-10.4217,105.6791,25.82,88,100,5.66,CX,1685234525
196,lata,40.1629,-8.3327,16.71,96,100,0.69,PT,1685234525
197,san antonio,29.4241,-98.4936,28.86,53,0,4.63,US,1685234236
198,polyarnyy,69.1989,33.4478,5.68,55,100,6.54,RU,1685234526
199,santa cruz,-17.8,-63.1667,23.7,94,75,3.6,BO,1685234527
200,mhamid,29.82,-5.72,20.84,38,9,9.4,MA,1685234527
201,el porvenir,13.7617,-87.3458,29.63,68,88,1.1,HN,1685234528
202,ribeira grande,38.5167,-28.7,17.65,81,99,6.26,PT,1685234528
203,whitehorse,60.7161,-135.0538,10.61,51,75,9.77,CA,1685234258
204,srandakan,-7.9386,110.2506,26.49,68,93,5.46,ID,1685234530
205,khilok,51.3674,110.4676,12.3,34,96,2.25,RU,1685234530
206,lihue,21.9789,-159.3672,26.92,68,20,5.66,US,1685234285
207,touros,-5.1989,-35.4608,25.76,83,11,4.63,BR,1685234531
208,burang,30.25,81.1667,-0.55,80,79,1.45,CN,1685234531
209,mugia,43.1041,-9.2179,16.06,96,100,2.76,ES,1685234532
210,sur,22.5667,59.5289,31.93,56,0,5.24,OM,1685234533
211,temiskaming shores,47.4938,-79.7153,24.89,49,8,4.56,CA,1685234533
212,dudinka,69.4058,86.1778,5.9,73,84,7.46,RU,1685234534
213,belomorsk,64.5232,34.7668,5.73,53,0,1.91,RU,1685234534
214,khandyga,62.6667,135.6,14.49,49,13,1.45,RU,1685234535
215,bayji,34.9311,43.487,29.09,19,88,2.77,IQ,1685234535
216,virac,13.6333,124.2167,25.64,73,100,7.52,PH,1685234536
217,ahmadpur,18.7,76.9333,27.84,50,0,5.83,IN,1685234536
218,puerto baquerizo moreno,-0.9,-89.6,25.3,85,11,5.39,EC,1685234537
219,karmaskaly,54.3709,56.1837,11.95,57,19,3.18,RU,1685234537
220,west island,-12.1568,96.8225,25.99,83,40,2.57,CC,1685234538
221,roma,43.2128,-75.4557,21.08,51,0,2.57,US,1685234538
222,andalgala,-27.5819,-66.3165,8.29,89,87,0.97,AR,1685234539
223,sittwe,20.15,92.9,28.24,80,32,2.4,MM,1685234539
224,nizhnevartovsk,60.9344,76.5531,12.01,54,0,2.0,RU,1685234540
225,kourou,5.1552,-52.6478,25.03,89,100,1.9,GF,1685234540
226,kuanda,56.3161,116.0806,10.96,39,100,1.67,RU,1685234541
227,afaahiti,-17.75,-149.2833,28.93,77,19,8.15,PF,1685234541
228,stanley,54.868,-1.6985,11.05,86,5,2.26,GB,1685234274
229,ghanzi,-21.5667,21.7833,18.81,36,6,3.85,BW,1685234542
230,katsuren-haebaru,26.3369,127.8719,27.01,86,100,5.14,JP,1685234543
231,conde,-7.2597,-34.9075,24.7,94,0,2.06,BR,1685234544
232,walvis bay,-22.9575,14.5053,13.38,94,0,2.57,NA,1685234544
233,nyachera,-0.9,30.4167,15.75,89,100,0.95,UG,1685234545
234,beinamar,8.6698,15.3813,27.31,56,100,2.0,TD,1685234545
235,selfoss,63.9331,-20.9971,4.47,80,100,5.46,IS,1685234546
236,poulsbo,47.7359,-122.6465,24.32,63,73,2.24,US,1685234546
237,puerto deseado,-47.7503,-65.8938,5.23,47,100,4.86,AR,1685234547
238,newman,37.3138,-121.0208,30.01,30,1,1.34,US,1685234547
239,staranzano,45.8072,13.5033,19.1,67,2,4.12,IT,1685234548
240,chui,-33.6971,-53.4616,10.77,63,44,3.9,UY,1685234548
241,cumberland,35.0502,-78.8664,16.59,95,100,9.26,US,1685234332
242,myeik,12.4333,98.6,29.39,71,100,4.05,MM,1685234550
243,tenno,39.9,139.9667,17.56,94,100,3.52,JP,1685234550
244,port augusta,-32.5,137.7667,16.89,61,20,4.6,AU,1685234550
245,greymouth,-42.4667,171.2,15.59,72,80,2.21,NZ,1685234551
246,ancud,-41.8697,-73.8203,5.19,83,100,3.21,CL,1685234282
247,nouadhibou,20.931,-17.0347,21.99,60,100,8.23,MR,1685234553
248,sept-iles,50.2001,-66.3821,20.0,35,75,5.14,CA,1685234553
249,xique xique,-10.8217,-42.7311,25.42,60,75,5.91,BR,1685234554
250,nkhata bay,-11.6066,34.2907,19.8,78,2,1.98,MW,1685234555
251,taulaga,-11.0553,-171.0883,28.28,78,19,5.58,AS,1685234555
252,cafayate,-26.073,-65.9761,11.36,90,85,2.12,AR,1685234556
253,vila do maio,15.1333,-23.2167,24.44,84,100,6.19,CV,1685234556
254,terenozek,45.05,64.9833,19.44,27,0,5.35,KZ,1685234557
255,kittila,67.6647,24.8936,5.34,81,100,5.14,FI,1685234558
256,elliot lake,46.3834,-82.6331,11.63,57,2,2.05,CA,1685234368
257,tamanrasset,22.785,5.5228,24.95,12,0,2.57,DZ,1685234559
258,kavaratti,10.5669,72.642,29.43,74,99,6.54,IN,1685234559
259,mancora,-4.1078,-81.0475,26.87,69,96,5.78,PE,1685234559
260,jinxiang,27.4327,120.6062,25.08,74,12,0.55,CN,1685234560
261,utrik,11.2278,169.8474,27.4,78,100,6.23,MH,1685234561
262,labytnangi,66.6572,66.4183,9.95,72,100,5.42,RU,1685234561
263,filey,54.21,-0.2892,13.27,86,57,4.51,GB,1685234562
264,mamuju,-2.6748,118.8885,29.21,71,16,0.85,ID,1685234563
265,ihsaniye,40.6909,29.8347,17.21,100,100,2.08,TR,1685234563
266,tazovsky,67.4667,78.7,12.33,57,10,7.1,RU,1685234564
267,kavalerovo,44.2661,135.0572,21.95,48,100,2.34,RU,1685234564
268,ormara,25.2088,64.6357,27.4,94,1,3.48,PK,1685234565
269,chonchi,-42.6128,-73.8092,3.48,89,100,1.02,CL,1685234565
270,kailua-kona,19.6406,-155.9956,28.98,73,0,5.66,US,1685234501
271,oum hadjer,13.2954,19.6966,32.49,36,9,3.41,TD,1685234566
272,san pedro,14.35,121.0167,29.62,74,75,2.57,PH,1685234567
273,klaksvik,62.2266,-6.589,5.51,62,8,9.55,FO,1685234567
274,tralee,52.2704,-9.7026,11.4,92,90,2.48,IE,1685234567
275,la passe,45.5549,-0.8967,19.13,92,68,3.61,FR,1685234568
276,saue,59.3203,24.5525,5.86,55,0,3.09,EE,1685234568
277,mombetsu,44.3525,143.3525,20.01,56,0,2.06,JP,1685234568
278,sisimiut,66.9395,-53.6735,-5.36,73,6,3.39,GL,1685234569
279,arden-arcade,38.6025,-121.3785,28.28,48,0,5.66,US,1685234569
280,sim,54.993,57.6982,16.17,57,14,1.61,RU,1685234570
281,podujeva,42.9106,21.1931,13.53,95,30,1.82,XK,1685234570
282,papao,-17.75,-149.55,29.82,76,5,9.24,PF,1685234570
283,tazacorte,28.629,-17.9293,19.54,77,20,3.09,ES,1685234571
284,manismata,-2.4667,111.0333,26.02,86,100,1.78,ID,1685234571
285,barcelos,41.5388,-8.6151,18.25,98,100,1.09,PT,1685234571
286,pico truncado,-46.7949,-67.9573,1.02,57,89,5.53,AR,1685234572
287,belyy yar,53.6039,91.3903,10.94,54,0,3.0,RU,1685234572
288,usinsk,65.9939,57.5281,12.1,56,100,4.14,RU,1685234572
289,isangel,-19.55,169.2667,27.06,69,40,1.03,VU,1685234573
290,ostersund,63.1792,14.6357,8.25,36,100,29.5,SE,1685234573
291,ingeniero jacobacci,-41.3427,-69.5448,0.92,53,28,1.44,AR,1685234573
292,barbacoas,1.6715,-78.1398,25.21,92,100,0.35,CO,1685234574
293,bembereke,10.2283,2.6634,24.42,79,100,3.99,BJ,1685234574
294,kimbe,-5.5502,150.1429,30.45,66,90,2.14,PG,1685234574
295,vilyuchinsk,52.9306,158.4028,10.15,73,100,1.47,RU,1685234575
296,norfolk,42.1668,-71.2495,20.79,45,0,3.09,US,1685234549
297,bahia blanca,-38.7196,-62.2724,7.12,31,4,1.34,AR,1685234575
298,nova olimpia,-14.7972,-57.2881,24.31,63,68,0.44,BR,1685234576
299,wailua homesteads,22.0669,-159.378,26.44,71,20,5.66,US,1685234576
300,gaspe,48.8334,-64.4819,14.12,62,20,1.03,CA,1685234576
301,solnechnyy,50.7214,136.6319,7.08,75,100,3.28,RU,1685234577
302,nandikotkur,15.8667,78.2667,31.9,34,17,4.83,IN,1685234577
303,macon,39.8667,-88.9668,25.03,25,0,5.66,US,1685234577
304,hsinchu,24.8036,120.9686,30.99,72,0,0.45,TW,1685234578
305,pangody,65.85,74.4859,13.76,73,100,7.57,RU,1685234578
306,tindouf,27.6711,-8.1474,19.25,45,0,10.29,DZ,1685234579
307,sukumo,32.9333,132.7333,23.33,70,100,2.32,JP,1685234579
308,kristiansund,63.1115,7.732,7.36,76,100,9.77,NO,1685234579
309,muroto-misakicho,33.2833,134.15,20.81,76,100,1.76,JP,1685234580
310,santa marta,11.2408,-74.199,31.03,73,75,6.17,CO,1685234498
311,beyneu,45.3167,55.2,23.44,30,100,6.19,KZ,1685234581
312,det udom,14.906,105.0784,24.9,76,100,2.03,TH,1685234581
313,taksimo,56.3444,114.8794,11.56,38,100,0.86,RU,1685234581
314,volosovo,59.4333,29.4833,3.35,73,0,1.6,RU,1685234582
315,lompoc,34.6391,-120.4579,20.56,83,0,3.6,US,1685234582
316,veraval,20.9,70.3667,28.55,75,72,5.62,IN,1685234583
317,port saint john's,-31.6229,29.5448,15.92,65,0,3.02,ZA,1685234584
318,amol,36.4696,52.3507,20.75,75,0,2.29,IR,1685234584
319,abu qurqas,27.9312,30.8384,23.8,50,45,3.84,EG,1685234585
320,benghazi,32.1167,20.0667,19.29,83,21,3.71,LY,1685234585
321,al bawiti,28.3492,28.8659,23.16,46,0,4.38,EG,1685234586
322,alice springs,-23.7,133.8833,11.75,54,4,5.14,AU,1685234586
323,cole harbour,44.6724,-63.4751,19.66,70,0,2.57,CA,1685234587
324,sabang,5.8933,95.3214,28.71,74,57,8.79,ID,1685234587
325,mount gambier,-37.8333,140.7667,13.8,74,8,4.4,AU,1685234588
326,mermoz boabab,14.7065,-17.4758,26.31,83,0,7.2,SN,1685234589
327,pandan,14.0453,124.1694,28.76,77,100,9.46,PH,1685234589
328,fort st. john,56.2499,-120.8529,23.94,25,40,6.17,CA,1685234566
329,jonquiere,48.4165,-71.2488,18.67,52,0,7.2,CA,1685234573
330,celestun,20.8667,-90.4,26.55,71,81,4.58,MX,1685234591
331,fort drum,44.0584,-75.7619,19.33,45,0,2.57,US,1685234591
332,santyoku,37.4406,129.1708,19.61,90,100,3.15,KR,1685234592
333,ad darb,17.7229,42.2526,33.21,40,91,1.82,SA,1685234592
334,igarka,67.4667,86.5833,10.95,69,14,5.7,RU,1685234593
335,gizo,-8.103,156.8419,28.78,71,71,1.92,SB,1685234593
336,bogale,16.2833,95.4,29.53,69,18,3.55,MM,1685234594
337,howrah,22.5892,88.3103,27.0,89,40,1.54,IN,1685234594
338,santa ana,33.7456,-117.8678,24.2,69,100,4.63,US,1685234469
339,sao vicente,-23.9631,-46.3919,26.26,26,23,1.32,BR,1685234595
340,tromso,69.6496,18.957,5.01,81,75,2.06,NO,1685234596
341,kousa,25.9141,32.7636,27.05,37,99,2.46,EG,1685234596
342,minot,48.2325,-101.2963,26.12,53,0,3.09,US,1685234373
343,kirishi,59.4471,32.0205,3.71,78,6,2.26,RU,1685234597
344,freetown,8.484,-13.2299,26.84,78,40,4.63,SL,1685234598
345,seguin,29.5688,-97.9647,28.66,64,92,0.89,US,1685234598
346,korla,41.7597,86.1469,21.28,30,100,1.89,CN,1685234599
347,corner brook,48.9667,-57.9484,7.09,96,22,1.92,CA,1685234599
348,rumoi,43.9344,141.6428,19.49,57,100,3.11,JP,1685234600
349,verkhnevilyuysk,63.4453,120.3167,7.95,72,99,3.09,RU,1685234600
350,san juan de miraflores,-12.1629,-76.9635,21.29,81,100,2.38,PE,1685234601
351,hamilton,39.1834,-84.5333,21.69,40,0,5.66,US,1685234597
352,whangarei,-35.7317,174.3239,17.46,88,98,6.44,NZ,1685234447
353,mount isa,-20.7333,139.5,15.87,27,0,5.66,AU,1685234603
354,syktyvkar,61.6764,50.8099,13.85,100,100,3.13,RU,1685234604
355,tocopilla,-22.092,-70.1979,19.87,69,100,4.09,CL,1685234514
356,nguigmi,14.2495,13.1092,31.16,26,100,2.83,NE,1685234605
357,kavieng,-2.5744,150.7967,28.8,76,100,3.91,PG,1685234605
358,zhukovka,53.534,33.728,10.15,75,0,3.51,RU,1685234606
359,lerwick,60.1545,-1.1494,9.0,79,11,7.6,GB,1685234607
360,nova vicosa,-17.8919,-39.3719,22.39,84,0,2.02,BR,1685234375
361,cill airne,52.05,-9.5167,10.16,96,75,1.74,IE,1685234608
362,port alfred,-33.5906,26.891,15.92,37,0,3.58,ZA,1685234608
363,aitape,-3.1374,142.3475,27.83,82,100,1.15,PG,1685234609
364,al mayadin,35.0209,40.4535,28.87,23,100,3.6,SY,1685234609
